cluster_id,u,v
0,0.023637903854250908,-0.6897842288017273
1,-1.0370736122131348,0.8190382719039917
2,1.195015788078308,-0.24232034385204315
3,-4.489011764526367,-0.17146199941635132
4,0.0038444441743195057,-0.006192810833454132
5,4.204723834991455,-0.22629499435424805
6,0.16731058061122894,0.8250138759613037
7,-1.124234914779663,-0.34488096833229065
